10,[(u'annual report account', 8.4875155503389072e-05), (u'report account', 8.3263272722351367e-05), (u'annual/JJ_report/NN', 7.5886869935392872e-05), (u'annual report', 7.5090916461102958e-05), (u'payment agency annual report account', 5.9117358285061955e-05), (u'payment agency annual', 5.9117358285061955e-05), (u'rural payment agency annual report', 5.9117358285061955e-05), (u'rural payment agency annual', 5.9117358285061955e-05)]
11,[(u'nuclear/JJ', 0.00011111285601419673), (u'decc/NN', 0.00010869164946658436), (u'energy climate change', 0.00010427220096720176), (u'energy climate', 0.00010417337059552743), (u'energy/NN', 0.00010359784728728094), (u'comment consultation', 9.7063548491399301e-05), (u'climate/NN', 9.2285674283146464e-05), (u'climate change', 9.1717747915705106e-05)]
12,[(u'protected food', 2.9472553600271634e-05), (u'crested/JJ', 2.2256025838462478e-05), (u'newts/NN', 2.138151749653782e-05), (u'protected/JJ', 1.859117407446815e-05), (u'emff/NN', 1.8526389534071921e-05), (u'product category', 1.6563388526895512e-05), (u'crested newts', 1.654682798650013e-05), (u'protected food product', 1.2382699829650604e-05)]
13,[(u'waste/NN', 0.00015659892213531955), (u'feature issue', 3.5141851059111139e-05), (u'waste transfer', 3.0108773167910392e-05), (u'waste site', 2.5713662352093653e-05), (u'type waste', 2.4079923601394364e-05), (u'statement priority', 2.3658400358383008e-05), (u'target priority', 2.3494982738423949e-05), (u'feature issue identify priority', 2.3481023289798751e-05)]
14,[(u'gift/NN', 7.0945295014534929e-05), (u'rhi/NN', 5.6236462670066594e-05), (u'procurement card', 5.1745834206230644e-05), (u'hospitality/NN', 4.9783383092317445e-05), (u'procurement/NN', 4.9158860967125629e-05), (u'renewable heat', 3.6253978966640039e-05), (u'quarterly decc', 3.2880767241282087e-05), (u'heat/NN', 3.1648471449444248e-05)]
15,[(u'special feature', 6.8643678143471716e-05), (u'special feature article', 6.528119188349984e-05), (u'special/JJ', 5.1650245331526133e-05), (u'energy trend', 5.0700237682159442e-05), (u'article/NN', 4.9015726442354368e-05), (u'trend/NN', 4.4484179056064988e-05), (u'energy trend statistical', 4.1798889067947012e-05), (u'trend statistical', 4.1798889067947012e-05)]
16,[(u'access/NN', 0.00043199241400749275), (u'natural/JJ', 0.00039656978437907796), (u'coast/NN', 0.00028615782203803594), (u'stretch/NN', 0.00026824265707087923), (u'reserve/NN', 0.00022077662760586989), (u'submit comment', 0.00019522893722278021), (u'consultation/NN', 0.0001801752950742484), (u'comment/NN', 0.00017902986530619129)]
17,[(u'access consultation', 0.00011822986184406041), (u'licence/NN', 4.5425317730718512e-05), (u'bat/NN', 2.5067323079186355e-05), (u'class licence', 2.0260878078411277e-05), (u'bat roost', 1.2967648302076944e-05), (u'crouch/NN', 1.2525636396074974e-05), (u'tree/NN', 1.1883838802821267e-05), (u'vbrv/NN', 1.1565122513449754e-05)]
18,[(u'river/NN', 0.0001067022240713577), (u'restriction/NN', 0.00010144145671132217), (u'river thame restriction', 8.2079391697308972e-05), (u'thame restriction', 8.2079391697308972e-05), (u'river basin', 8.1115498577080349e-05), (u'basin/NN', 7.8063497566046512e-05), (u'environment agency river', 5.5688263168814085e-05), (u'agency river', 5.5632725861573252e-05)]
19,[(u'private storage', 6.5157380626698684e-05), (u'weekly/JJ', 6.1193287372168496e-05), (u'storage aid', 5.3933084153654694e-05), (u'private storage aid', 5.3912151466862051e-05), (u'close energy climate change cost', 4.1824380291495029e-05), (u'energy climate change cost', 4.1810026068547075e-05), (u'dairy/NN', 2.9370957862629134e-05), (u'cover period', 2.8703861760704743e-05)]
