10,[(u'assistive/JJ', 0.011856923805161058), (u'technology/NN', 0.011082128207405203), (u'accessible/JJ', 0.0078200006943560611), (u'waste/NN', 0.0077784211459465749), (u'permit/NN', 0.0056422413930020754), (u'water/NN', 0.0052605851926165372), (u'emission/NN', 0.0051851416393065173), (u'environmental/JJ', 0.0046297693946178017)]
11,[(u'restriction/NN', 0.050699286461462677), (u'river/NN', 0.033727634583236327), (u'regatta/NN', 0.027273143749083913), (u'notice/NN', 0.019760833368196416), (u'navigation/NN', 0.010103386310325341), (u'access/NN', 0.0094490381838876689), (u'regatta/JJ', 0.007800126923086236), (u'note/NN', 0.0051729236397880475)]
12,[(u'bathing/NN', 0.017721927290216113), (u'estate/NN', 0.010443168677356665), (u'gu/NN', 0.0094417467233474193), (u'sister/NN', 0.0087970350012507338), (u'pierrepont/NN', 0.0080585679436493834), (u'brighton/NN', 0.0075546348509505168), (u'wimboldsley/NN', 0.0061733051743473998), (u'yew/NN', 0.004178955254835295)]
13,[(u'hospitality/NN', 0.01409753956165392), (u'tarmac/NN', 0.010565664890000517), (u'quarterly/JJ', 0.0084165887473568509), (u'transparency/NN', 0.0079082804646043604), (u'expense/NN', 0.0063948656830039603), (u'gift/NN', 0.0060001561600792012), (u'conveyance/NN', 0.0056323650581988176), (u'ministerial/JJ', 0.0049192682156716776)]
14,[(u'ba/NN', 0.010732347457932201), (u'pilot/NN', 0.010653113912832425), (u'cull/NN', 0.0082820161296290034), (u'capture/NN', 0.0067206638281668493), (u'ql/NN', 0.0064485119582151085), (u'cotswold/NN', 0.0055309719476360712), (u'senior/JJ', 0.0050067258352763499), (u'teddington/NN', 0.0049073489898376274)]
15,[(u'radioactive/JJ', 0.021511886494932731), (u'fund/NN', 0.019217008661281832), (u'nuclear/JJ', 0.016623734353651352), (u'application/NN', 0.010117315854224212), (u'substance/NN', 0.010095445434514677), (u'deadline/NN', 0.0096626459404387157), (u'location/NN', 0.0095411448800898219), (u'european/JJ', 0.0089078957233232024)]
16,[(u'application/NN', 0.12922473950294341), (u'permit/NN', 0.063878929823871403), (u'operation/NN', 0.038123618175081919), (u'public/NN', 0.037436719472082068), (u'notice/NN', 0.03504580375503321), (u'environmental/JJ', 0.03465241357098308), (u'waste/NN', 0.030942911835601397), (u'public/JJ', 0.028703208892126679)]
17,[(u'closure/NN', 0.022407632065926057), (u'rsr/NN', 0.010868979195704745), (u'sprint/NN', 0.010803317125581356), (u'pennywort/JJ', 0.0071966892867291439), (u'rye/NN', 0.0068859303506155481), (u'qs/NN', 0.0058508671968546559), (u'bb/NN', 0.0057369777071210907), (u'junior/NN', 0.0056851609501085395)]
18,[(u'advertisement/NN', 0.13722572667949956), (u'priority/NN', 0.024858803335811825), (u'participation/NN', 0.023300262280708663), (u'stewardship/NN', 0.019202998992056824), (u'northumbrian/JJ', 0.013865928508072141), (u'statement/NN', 0.011404506587353773), (u'protected/JJ', 0.009507025652037239), (u'option/NN', 0.0074309548032718579)]
19,[(u'flood/NN', 0.040242798574233629), (u'river/NN', 0.028776898198929188), (u'flooding/NN', 0.019121136842040053), (u'coastal/JJ', 0.019058280752311373), (u'risk/NN', 0.013962043893968401), (u'rainfall/NN', 0.010843375939747418), (u'umbrella/NN', 0.009969820179288243), (u'change/NN', 0.0099525514882068226)]
20,[(u'ox/NN', 0.013767980839695784), (u'rb/NN', 0.013218008258795575), (u'anaerobic/JJ', 0.0070748991400023309), (u'jj/NN', 0.006564142756163089), (u'ct/JJ', 0.0065614609680008954), (u'longstaff/NN', 0.0064634010250713084), (u'digestion/NN', 0.0058312178276659164), (u'pesticide/NN', 0.00575317885021272)]
21,[(u'milk/NN', 0.01025575745553303), (u'figure/NN', 0.0092148825589837211), (u'farm/NN', 0.009064349391696867), (u'price/NN', 0.0084182618077368303), (u'vulnerability/NN', 0.0076166851087564307), (u'boston/NN', 0.0073816916806565512), (u'limited/NN', 0.0073784932147568042), (u'oakland/JJ', 0.0065996270390040425)]
22,[(u'tr/NN', 0.017446397761065054), (u'rh/NN', 0.014936123750882838), (u'myth/NN', 0.0066136298645804508), (u'blockade/NN', 0.0059016651816999298), (u'duchy/NN', 0.0050771739796776584), (u'kimmeridge/NN', 0.0049947571613303803), (u'alarm/NN', 0.0046101412882913854), (u'commercial/NN', 0.0043611107203566264)]
23,[(u'tn/NN', 0.02987328904514654), (u'ex/NN', 0.028403387788830271), (u'sp/NN', 0.014255073685513034), (u'la/NN', 0.0099999511304915724), (u'torrington/NN', 0.0082380017498958798), (u'dt/NN', 0.0078221326508185075), (u'bunyard/NN', 0.0071577392316084457), (u'newsletter/NN', 0.0065190418425081316)]
24,[(u'ta/NN', 0.023246351197853538), (u'pl/NN', 0.018797512075605989), (u'lh/NN', 0.015177228778769807), (u'blyth/JJ', 0.0082533623563459443), (u'mackenie/NN', 0.0066105804171764804), (u'bh/JJ', 0.0064422992206329618), (u'ts/NN', 0.0061064326783917613), (u'cumulative/JJ', 0.005113847786489995)]
